"מ""ר",מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,קומות במבנה,שכונה,ריבית בנק ישראל,רחוב,מספר בית,שנת עסקה,חודש עסקה,price_per_sqm,building_age,sqm_per_room,size_vs_property_type,size_vs_neighborhood,price_vs_neighborhood_median,building_age_vs_neighborhood,interest_rate_deviation
47.75,343000.0,11720-15-16,6,2.0,1,1970.0,5.0,41,0.091,פאר,53,2000,8,7183.246073298429,55.0,23.875,-34.693923844731984,-14.990919117647053,-0.23777777777777778,-1.325367647058826,-0.011622368421052631
35.0,223000.0,12487-4-1,30,2.0,1,1935.0,1.0,9,0.091,הירדן,20,2000,8,6371.428571428572,90.0,17.5,-661.3566666666667,-24.620042462845014,0.09950584415584435,16.30785562632697,-0.011607095926412597
75.0,564000.0,10923-17-19,6,3.0,1,1960.0,3.0,13,0.091,בית לחם,38,2000,8,7520.0,65.0,25.0,-7.443923844731984,-4.034478230822387,-0.45480000000000004,5.637180373185899,-0.01159186351706036
56.9,405000.0,10915-24-16,6,3.0,2,1960.0,4.0,22,0.091,הפרטיזנים,4,2000,8,7117.750439367312,65.0,18.966666666666665,-25.543923844731985,-6.503346986541835,-0.4709443372372255,1.4932709186658855,-0.011576671035386621
90.0,1230000.0,10813-174-1,6,3.0,2,1960.0,5.0,13,0.091,רחוב לא ידוע,0,2000,8,13666.666666666666,65.0,30.0,7.556076155268016,10.965521769177613,-0.00916666666666673,5.637180373185899,-0.011561518324607306
40.3,311000.0,10867-217-1,6,2.0,0,1960.0,5.0,35,0.091,רחוב לא ידוע,0,2000,8,7717.1215880893305,65.0,20.15,-42.14392384473199,-33.931181556195966,-0.23627053901965694,3.84438040345821,-0.011546405228758161
73.9,729000.0,11879-29-3,6,3.5,2,1992.0,5.0,27,0.091,אליעזר אלתר,28,2000,8,9864.682002706359,33.0,21.114285714285717,-8.543923844731978,-28.824323699421953,-0.28391376553081565,-1.7618497109826592,-0.011531331592689278
87.6,569000.0,10917-84-9,6,4.0,3,1960.0,4.0,21,0.091,יצחק שדה,14,2000,8,6495.433789954338,65.0,21.9,5.1560761552680106,-0.28680916030535286,-0.2038347295451585,3.274045801526718,-0.011516297262059966
90.75,645000.0,10812-21-38,6,3.0,0,1960.0,5.0,34,0.091,רחוב לא ידוע,0,2000,8,7107.438016528926,65.0,30.25,8.306076155268016,-4.5778576615831525,-0.5649499782514137,7.324618736383442,-0.011501302083333317
78.98,729000.0,11880-16-31,6,4.0,2,1991.0,3.0,27,0.091,אברהם סכנין,13,2000,8,9230.184856925804,34.0,19.745,-3.46392384473198,-23.744323699421955,-0.32997249015861324,-0.7618497109826592,-0.011486345903771136
67.7,528000.0,11194-334-9,6,3.0,3,1970.0,8.0,38,0.091,יהודה בורלא,10,2000,8,7799.113737075332,55.0,22.566666666666666,-14.743923844731981,-11.956144040790306,-0.5036927621861153,5.735500318674312,-0.011471428571428563
95.8,833000.0,10913-95-31,6,4.0,9,1970.0,9.0,13,0.091,שניים בנובמבר,16,2000,8,8695.198329853862,55.0,23.95,13.356076155268013,16.76552176917761,-0.36959812108559503,-4.362819626814101,-0.011456549935149135
54.41,662000.0,10892-61-4,6,3.0,0,1960.0,2.0,18,0.091,מימון,28,2000,8,12166.881088035288,65.0,18.136666666666667,-28.033923844731987,-20.315632318501173,-0.19051326448534772,10.622950819672134,-0.011441709844559583
54.0,467000.0,11191-167-11,6,3.0,6,1970.0,7.0,26,0.091,"פלמ""ח",46,2000,8,8648.148148148148,55.0,18.0,-28.443923844731984,-34.19388227049754,-0.30417198808003415,2.549404344779255,-0.011426908150064669
24.6,268000.0,11191-69-15,6,1.0,3,1950.0,3.0,26,0.091,משמר הגבול,9,2000,8,10894.30894308943,75.0,24.6,-57.84392384473198,-63.59388227049754,-0.12344640687786196,22.549404344779255,-0.01141214470284238
65.18,501000.0,10870-34-161,6,3.0,8,1960.0,11.0,33,0.091,לאון בלום,8,2000,8,7686.40687327401,65.0,21.72666666666667,-17.263923844731977,-9.298097982708924,-0.2593524179508131,6.812680115273778,-0.011397419354838706
138.3,1391000.0,11193-231-202,6,5.0,10,2000.0,14.0,37,0.091,גוטל לוין,11,2000,8,10057.845263919016,25.0,27.660000000000004,55.85607615526803,58.7106392694064,-0.1305413857412834,-14.131278538812786,-0.011382731958762882
64.8,560000.0,11190-25-7,6,3.0,2,1970.0,8.0,26,0.091,קרן היסוד,44,2000,8,8641.975308641975,55.0,21.599999999999998,-17.643923844731987,-23.393882270497542,-0.30466865332765725,2.549404344779255,-0.011368082368082358
36.0,432000.0,11571-41-1,6,2.0,0,1950.0,1.0,25,0.089,הארזים,34,2000,8,12000.0,75.0,18.0,-46.443923844731984,-18.912386621315193,-0.08363503679228067,10.55668934240363,-0.013353470437017984
59.74,465000.0,10870-34-170,6,3.0,8,1960.0,11.0,33,0.091,לאון בלום,8,2000,8,7783.729494476062,65.0,19.913333333333334,-22.70392384473198,-14.73809798270893,-0.24997459483262496,6.812680115273778,-0.01133632862644414
83.9,798000.0,11193-231-174,6,3.0,5,2000.0,15.0,37,0.091,גוטל לוין,5,2000,8,9511.323003575684,25.0,27.96666666666667,1.456076155268022,4.310639269406394,-0.1777859470435223,-14.131278538812786,-0.011321794871794869
95.24,707000.0,10770-106-7,6,4.0,2,1970.0,4.0,6,0.091,שמשון,41,2000,8,7423.351532969341,55.0,23.81,12.796076155268011,-16.571156022635407,-0.562552498950021,20.45836701697656,-0.011307298335467342
97.3,870000.0,11192-195-9,6,5.0,6,1980.0,10.0,31,0.089,מרטין בובר,22,2000,8,8941.41829393628,45.0,19.46,14.856076155268013,15.336454918032786,-0.23169355449192788,-10.06693989071038,-0.013292838874680302
81.11,1001000.0,10798-50-3,6,3.0,3,2001.0,3.0,30,0.091,אבא חושי,20,2000,8,12341.264948834916,24.0,27.036666666666665,-1.3339238447319843,-50.042601809954746,-0.02541573669571928,-22.91025641025641,-0.011275862068965511
66.7,367000.0,12490-1-14,6,3.0,3,1960.0,4.0,9,0.091,הירדן,8,2000,8,5502.248875562219,65.0,22.233333333333334,-15.743923844731981,7.079957537154989,-0.05048691563309239,-8.692144373673031,-0.011261479591836723
56.9,445000.0,10825-38-24,6,2.5,2,1950.0,4.0,22,0.091,המעפילים,13,2000,8,7820.7381370826015,75.0,22.759999999999998,-25.543923844731985,-6.503346986541835,-0.41869192610016137,11.493270918665885,-0.011247133757961783
39.3,363000.0,11194-297-4,6,3.0,1,1960.0,3.0,38,0.091,ברנר,24,2000,8,9236.641221374046,65.0,13.1,-43.14392384473199,-40.35614404079031,-0.41221374045801523,15.735500318674312,-0.0112328244274809
108.25,868000.0,10768-104-12,6,5.0,3,1970.0,3.0,6,0.091,כספרי,14,2000,8,8018.475750577367,55.0,21.65,25.806076155268016,-3.5611560226354015,-0.5274826789838337,20.45836701697656,-0.01121855146124523
85.2,958000.0,11193-344-13,6,4.0,2,2000.0,3.0,36,0.091,דוכיפת,13,2000,8,11244.131455399061,25.0,21.3,2.756076155268019,-31.59098513011152,-0.1386969317382908,2.788104089219331,-0.01120431472081218
49.79,372000.0,10816-87-3,6,2.0,0,1950.0,3.0,22,0.091,"צה""ל",47,2000,8,7471.379795139586,75.0,24.895,-32.653923844731985,-13.613346986541835,-0.44465940145811944,11.493270918665885,-0.011190114068441046
95.5,683000.0,11191-178-6,6,4.0,3,1972.0,3.0,26,0.089,"פלמ""ח",2,2000,9,7151.832460732984,53.0,23.875,13.056076155268016,7.306117729502461,-0.42456520430884037,0.5494043447792549,-0.013175949367088602
95.0,741000.0,11879-18-15,6,4.0,2,1960.0,5.0,27,0.089,רחוב לא ידוע,0,2000,9,7800.0,65.0,23.75,12.556076155268016,-7.724323699421959,-0.43379090909090906,30.23815028901734,-0.012348118279569886
135.6,1185000.0,10770-100-83,6,5.0,6,1980.0,8.0,26,0.089,מבצע יונתן,9,2000,9,8738.938053097345,45.0,27.119999999999997,53.15607615526801,47.406117729502455,-0.29686705319906426,-7.450595655220745,-0.01233154362416107
82.02,731000.0,10770-25-3,6,4.0,1,1970.0,3.0,6,0.089,שמשון,40,2000,9,8912.460375518167,55.0,20.505,-0.42392384473198774,-29.791156022635406,-0.4748014421569651,20.45836701697656,-0.012315013404825728
114.1,966000.0,10914-40-11,6,4.0,5,1990.0,4.0,13,0.089,טשרניחובסקי,7,2000,9,8466.257668711656,35.0,28.525,31.65607615526801,35.06552176917761,-0.38619631901840495,-24.3628196268141,-0.01229852744310575
95.64,656000.0,10913-95-8,6,4.0,3,1970.0,9.0,13,0.089,שניים בנובמבר,16,2000,9,6859.054788791301,55.0,23.91,13.196076155268017,16.605521769177614,-0.5027185278126307,-4.362819626814101,-0.012282085561497305
112.0,1168000.0,10802-173-1,6,5.0,0,1980.0,2.0,39,0.089,אביגדור המאירי,8,2000,9,10428.57142857143,45.0,22.4,29.556076155268016,18.572126111560223,-0.11686466165413528,-9.464834276475344,-0.012265687583444582
61.5,443000.0,10825-53-32,6,3.0,2,1960.0,4.0,21,0.089,רוטשילד,73,2000,9,7203.252032520325,65.0,20.5,-20.943923844731984,-26.386809160305347,-0.11707527347973361,3.274045801526718,-0.01224933333333332
113.17,1126000.0,11193-259-7,7,5.0,5,2000.0,3.0,36,0.089,צופית,17,2000,9,9949.633295042855,25.0,22.634,-87.18623529411762,-3.620985130111521,-0.23785579000996052,2.788104089219331,-0.01223302263648468
54.18,385000.0,12483-2-33,6,3.0,9,1999.0,8.0,41,0.089,דוד רזיאל,57,2000,9,7105.943152454781,26.0,18.06,-28.263923844731984,-8.560919117647053,-0.24598047660063155,-30.325367647058826,-0.01221675531914894
93.3,924000.0,11192-108-8,6,5.0,2,1970.0,7.0,31,0.089,אורן,46,2000,9,9903.536977491962,55.0,18.66,10.856076155268013,11.336454918032786,-0.14902188411264705,-0.06693989071037976,-0.01220053120849933
62.25,554000.0,11192-316-65,6,3.0,10,1970.0,16.0,31,0.089,אורן,29,2000,9,8899.598393574297,55.0,20.75,-20.193923844731984,-19.71354508196721,-0.23528699995464675,-0.06693989071037976,-0.01218435013262599
87.0,664000.0,11193-206-23,6,4.0,2,1981.0,8.0,37,0.089,גוטל לוין,16,2000,9,7632.183908045977,44.0,21.75,4.556076155268016,7.4106392694063885,-0.34022965453023085,4.868721461187214,-0.01216821192052979
62.25,494000.0,11192-317-62,6,3.0,10,1970.0,12.0,31,0.089,אורן,31,2000,9,7935.74297188755,55.0,20.75,-20.193923844731984,-19.71354508196721,-0.31810790248663445,-0.06693989071037976,-0.012152116402116386
94.47,725000.0,11193-205-17,6,5.0,5,1980.0,8.0,37,0.089,גוטל לוין,18,2000,9,7674.393987509262,45.0,18.894,12.026076155268015,14.880639269406387,-0.3365807698800013,5.868721461187214,-0.012136063408190206
140.0,1573000.0,10799-25-4,6,6.0,0,1960.0,5.0,28,0.089,רחוב לא ידוע,0,2000,9,11235.714285714286,65.0,23.333333333333332,57.556076155268016,19.395900439238645,-0.1011428571428571,26.266471449487554,-0.01212005277044853
56.7,362000.0,10744-54-54,6,3.0,3,1970.0,4.0,40,0.086,הרותם,7,2000,9,6384.479717813051,55.0,18.900000000000002,-25.74392384473198,-9.346027131782947,-0.31370844616904026,2.913759689922479,-0.015104084321475614
54.0,484000.0,11192-274-72,6,3.0,10,1960.0,15.0,31,0.089,הפרחים,1,2000,9,8962.962962962964,65.0,18.0,-28.443923844731984,-27.96354508196721,-0.22984229247337712,9.93306010928962,-0.012084210526315767
47.28,424000.0,10914-35-17,6,3.0,0,1960.0,3.0,13,0.089,בית לחם,5,2000,9,8967.851099830796,65.0,15.76,-35.16392384473198,-31.754478230822386,-0.34983079526226735,5.637180373185899,-0.012068331143232594
74.2,494000.0,10749-56-4,6,4.0,1,1970.0,14.0,40,0.089,"אצ""ל",13,2000,9,6657.681940700809,55.0,18.55,-8.243923844731981,8.153972868217053,-0.28434091955092194,2.913759689922479,-0.012052493438320211
150.0,1332000.0,11195-9-1,6,6.0,5,1960.0,5.0,28,0.089,רחוב לא ידוע,0,2000,9,8880.0,65.0,25.0,67.55607615526802,29.395900439238645,-0.2896,26.266471449487554,-0.012036697247706424
120.0,1388000.0,10799-69-4,6,6.0,0,1994.0,1.0,28,0.086,סייפן,2,2000,9,11566.666666666666,31.0,20.0,37.556076155268016,-0.6040995607613553,-0.07466666666666671,-7.733528550512446,-0.015020942408376967
61.5,425000.0,10825-47-14,6,3.0,3,1960.0,4.0,21,0.089,רוטשילד,55,2000,9,6910.569105691057,65.0,20.5,-20.943923844731984,-26.386809160305347,-0.15295031880109877,3.274045801526718,-0.012001307189542482
52.47,442000.0,12529-12-7,6,2.5,2,1950.0,3.0,33,0.089,וינגייט,27,2000,9,8423.861254049934,75.0,20.988,-29.973923844731985,-22.008097982708932,-0.18829271307200818,16.81268011527378,-0.011985639686684063
300.0,846000.0,11548-13-1,11,0.0,0,1960.0,1.0,0,0.089,ההסתדרות,236,2000,9,2820.0,65.0,inf,-131.19235404896426,-727.4418699186992,-0.18317241379310342,12.637049941927991,-0.011970013037809632
46.75,260000.0,10867-170-6,6,3.0,3,1960.0,5.0,35,0.089,רחוב לא ידוע,0,2000,9,5561.497326203208,65.0,15.583333333333334,-35.693923844731984,-27.481181556195963,-0.44960315751142366,3.84438040345821,-0.011954427083333316
83.2,804000.0,11193-231-179,6,3.0,6,2000.0,14.0,37,0.089,גוטל לוין,11,2000,9,9663.461538461539,25.0,27.733333333333334,0.7560761552680191,3.6106392694063913,-0.1646342076553917,-14.131278538812786,-0.011938881664499329
99.0,605000.0,10826-107-1,6,4.0,1,1950.0,2.0,2,0.089,"רד""ק",10,2000,9,6111.111111111111,75.0,24.75,16.556076155268016,-32.583203194321186,-0.24890530925013685,3.3895297249334533,-0.011923376623376614
65.0,543000.0,11190-26-16,6,3.0,2,1970.0,8.0,26,0.089,קרן היסוד,46,2000,9,8353.846153846154,55.0,21.666666666666668,-17.443923844731984,-23.19388227049754,-0.32785145888594164,2.549404344779255,-0.011907911802853444
87.54,807000.0,11211-19-104,6,4.0,10,1970.0,19.0,10,0.089,חן,1,2000,9,9218.642906100067,55.0,21.885,5.0960761552680225,19.277213209733503,-0.28172405544149065,0.5202780996523728,-0.011892487046632122
54.0,516000.0,11192-273-72,6,3.0,10,1970.0,14.0,31,0.089,הפרחים,3,2000,9,9555.555555555555,55.0,18.0,-28.443923844731984,-27.96354508196721,-0.1789227746203774,-0.06693989071037976,-0.011877102199223805
60.8,363000.0,11567-668-15,6,3.0,2,1970.0,4.0,25,0.089,טרומן,8,2000,9,5970.394736842106,55.0,20.266666666666666,-21.643923844731987,5.887613378684804,-0.5440782872198435,-9.44331065759637,-0.011861757105943144
126.0,909000.0,11191-101-5,5,5.0,3,1960.0,3.0,26,0.089,הצלפים,17,2000,9,7214.285714285715,65.0,25.2,12.755189999999999,37.80611772950246,-0.41954022988505746,12.549404344779255,-0.011846451612903222
53.0,281000.0,12484-16-3,6,2.0,0,1970.0,2.0,41,0.086,דוד רזיאל,45,2000,9,5301.88679245283,55.0,26.5,-29.443923844731984,-9.740919117647053,-0.4374109014675052,-1.325367647058826,-0.01483118556701031
103.44,1232000.0,10785-68-1,6,5.0,1,1996.0,4.0,29,0.089,פרויד,20,2000,9,11910.286156225831,29.0,20.688,20.996076155268014,-31.69156609195403,-0.1403545757936409,-13.057471264367813,-0.0118120978120978
49.05,324000.0,12483-2-27,6,2.0,2,1999.0,8.0,41,0.089,דוד רזיאל,57,2000,9,6605.504587155963,26.0,24.525,-33.39392384473199,-13.690919117647056,-0.2990825688073394,-30.325367647058826,-0.011796915167095107
76.7,849000.0,10797-50-4,6,4.0,1,1970.0,3.0,30,0.089,ליונל ווטסון,3,2000,9,11069.100391134289,55.0,19.175,-5.743923844731981,-54.45260180995474,-0.12587801211146013,8.089743589743591,-0.011781771501925525
49.0,407000.0,10872-640-3,6,3.0,1,1960.0,5.0,9,0.089,רחוב לא ידוע,0,2000,9,8306.122448979591,65.0,16.333333333333332,-33.443923844731984,-10.620042462845014,0.433372448979592,-8.692144373673031,-0.011766666666666648
54.0,92000.0,10917-76-17,6,3.0,3,1960.0,4.0,21,0.089,אחווה,21,2000,9,1703.7037037037037,65.0,18.0,-28.443923844731984,-33.88680916030535,-0.7911718040861271,3.274045801526718,-0.011751600512163882
1058.0,4135000.0,10827-2-6,16,45.0,2,2006.0,3.0,2,0.089,מרדכי אנילביץ,27,2000,9,3908.3175803402646,19.0,23.511111111111113,779.0149579831932,926.4167968056788,-0.5196427407414306,-52.61047027506655,-0.011736572890025582
35.0,337000.0,11196-21-1,6,2.0,0,1960.0,3.0,38,0.089,אינרנשויונל,34,2000,9,9628.57142857143,65.0,17.5,-47.443923844731984,-44.65614404079031,-0.3872727272727272,15.735500318674312,-0.011721583652618134
200.0,4828000.0,12252-145-1,25,8.0,1,1990.0,1.0,1,0.086,גרשון שופמן,21,2000,9,24140.0,35.0,25.0,-13.65636645962735,-20.238471074380158,0.598494393091332,-3.646280991735537,-0.014706632653061227
48.9,336000.0,10870-34-1,6,2.0,1,1960.0,11.0,33,0.089,לאון בלום,8,2000,9,6871.16564417178,65.0,24.45,-33.543923844731985,-25.578097982708933,-0.33790751594085533,6.812680115273778,-0.011687898089171964
63.0,444000.0,11193-250-32,6,3.0,0,1980.0,6.0,37,0.089,לוין גוטל,38,2000,9,7047.619047619048,45.0,21.0,-19.443923844731984,-16.58936073059361,-0.3907628393381563,5.868721461187214,-0.01167302798982188
192.79,1895000.0,12263-163-1,6,6.0,1,1964.0,2.0,1,0.089,דניה,22,2000,9,9829.347995227969,61.0,32.13166666666667,110.34607615526801,-27.448471074380166,-0.34912354357434,22.353719008264463,-0.011658195679796687
82.5,727000.0,10882-115-16,6,4.0,2,1970.0,3.0,18,0.089,התיכון,64,2000,9,8812.121212121212,55.0,20.625,0.05607615526801624,7.7743676814988305,-0.4137120942215679,0.6229508196721341,-0.011643401015228413
61.3,372000.0,11572-238-10,6,3.0,3,1970.0,8.0,25,0.089,כברי,4,2000,9,6068.515497553019,55.0,20.433333333333334,-21.143923844731987,6.387613378684804,-0.5365854182799461,-9.44331065759637,-0.011628643852978446
48.0,303000.0,10882-130-4,6,2.0,1,1950.0,2.0,18,0.089,התיכון,42,2000,9,6312.5,75.0,24.0,-34.443923844731984,-26.72563231850117,-0.5800168522267206,20.622950819672134,-0.011613924050632898
59.5,631000.0,10923-45-18,6,3.0,3,1960.0,5.0,13,0.089,בית לחם,29,2000,9,10605.042016806723,65.0,19.833333333333332,-22.943923844731984,-19.534478230822387,-0.2311344537815126,5.637180373185899,-0.011599241466498086
56.01,594000.0,10910-33-1,6,2.0,0,1955.0,2.0,15,0.089,קדימה,8,2000,9,10605.24906266738,70.0,28.005,-26.433923844731986,-70.74944646758922,-0.47580957182015815,18.42243262927895,-0.011584595959595961
70.6,542000.0,10913-19-3,6,4.0,1,1970.0,4.0,22,0.089,"ש""י עגנון",46,2000,9,7677.053824362607,55.0,17.65,-11.84392384473199,7.19665301345816,-0.429371845260329,-8.506729081334115,-0.011569987389659517
95.2,835000.0,10913-102-3,6,4.0,3,1980.0,6.0,13,0.086,שניים בנובמבר,10,2000,10,8771.008403361344,45.0,23.8,12.756076155268019,16.165521769177616,-0.36410189075630256,-14.362819626814101,-0.014555415617128462
42.9,422000.0,10915-30-7,6,2.0,3,1950.0,4.0,22,0.086,הפרטיזנים,5,2000,10,9836.829836829836,75.0,21.45,-39.543923844731985,-20.503346986541835,-0.26883773558219304,11.493270918665885,-0.013162534435261705
160.0,1988000.0,12257-14-2,6,8.0,1,1972.0,1.0,1,0.086,שבדיה,111,2000,10,12425.0,53.0,20.0,77.55607615526802,-60.23847107438016,-0.17724553296769677,14.353719008264463,-0.013144429160935348
117.36,761000.0,10913-95-22,6,4.0,2,1970.0,9.0,13,0.086,שניים בנובמבר,16,2000,10,6484.321745057941,55.0,29.34,34.916076155268016,38.32552176917761,-0.5298866734832992,-4.362819626814101,-0.013126373626373616
46.0,322000.0,10881-19-41,6,3.0,6,1960.0,6.0,10,0.086,סילבר אבא הלל,5,2000,10,7000.0,65.0,15.333333333333334,-36.443923844731984,-22.262786790266503,-0.4545909128791036,10.520278099652373,-0.013108367626886136
1600.0,4837000.0,11662-16-1,32,40.0,0,1990.0,2.0,0,0.084,החרמש,58,2000,10,3023.125,35.0,40.0,10.530551470588307,572.5581300813008,-0.1243362068965517,-17.36295005807201,-0.01509041095890408
70.0,458000.0,10825-100-37,6,3.0,8,1970.0,9.0,21,0.086,המגינים,135,2000,10,6542.857142857143,55.0,23.333333333333332,-12.443923844731984,-17.886809160305347,-0.1980219035183378,-6.725954198473282,-0.013069767441860461
71.5,144000.0,12489-23-5,6,3.0,2,1950.0,4.0,9,0.086,הגיבורים,30,2000,10,2013.986013986014,75.0,23.833333333333332,-10.943923844731984,11.879957537154986,-0.6524500953591862,1.307855626326969,-0.013051912568305998
35.72,251000.0,11572-217-1,6,2.0,1,1960.0,4.0,25,0.086,ורבורג,19,2000,10,7026.875699888018,65.0,17.86,-46.723923844731985,-19.192386621315194,-0.4634014423172416,0.5566893424036294,-0.013034106412005447
114.4,1162000.0,11193-288-2,6,6.0,1,2000.0,5.0,36,0.086,בת חן,56,2000,10,10157.342657342657,25.0,19.066666666666666,31.956076155268022,-2.390985130111517,-0.22194520485137095,2.788104089219331,-0.013016348773841946
58.14,358000.0,10920-70-5,6,3.0,0,1960.0,3.0,17,0.086,יגור,20,2000,10,6157.550739594083,65.0,19.38,-24.303923844731983,-3.0753478491768433,-0.34103404365747536,9.892724375995755,-0.012998639455782293
73.8,748000.0,11879-25-4,6,4.0,2,1991.0,5.0,27,0.086,אליעזר אלתר,20,2000,10,10135.50135501355,34.0,18.45,-8.643923844731987,-28.92432369942196,-0.2642547425474255,-0.7618497109826592,-0.012980978260869566
1217.0,1683000.0,10788-29-0,6,6.0,3,1990.0,5.0,29,0.086,ראול ולנברג,42,2000,10,1382.9087921117502,35.0,202.83333333333334,1134.556076155268,1081.868433908046,-0.9001861752404509,-7.057471264367813,-0.012963364993215737
100.0,329000.0,11567-567-5,6,5.0,0,1960.0,5.0,25,0.086,רחוב לא ידוע,0,2000,10,3290.0,65.0,20.0,17.556076155268016,45.08761337868481,-0.748763272587217,0.5566893424036294,-0.01294579945799458
73.0,665000.0,11879-18-14,6,4.0,2,1960.0,5.0,27,0.086,רחוב לא ידוע,0,2000,10,9109.589041095891,65.0,18.25,-9.443923844731984,-29.72432369942196,-0.33872665006226643,30.23815028901734,-0.012928281461434363
46.5,385000.0,12484-1-14,6,2.5,2,2000.0,4.0,41,0.086,הירדן,45,2000,10,8279.569892473119,25.0,18.6,-35.943923844731984,-16.240919117647053,-0.12144563918757459,-31.325367647058826,-0.012910810810810802
72.0,501000.0,10825-98-0,6,3.0,0,1985.0,9.0,21,0.086,המגינים,139,2000,10,6958.333333333333,40.0,24.0,-10.443923844731984,-15.886809160305347,-0.14709571071045938,-21.725954198473282,-0.012893387314439939
74.0,459000.0,10921-38-40,6,3.0,2,1970.0,18.0,10,0.086,אבא הלל סילבר,113,2000,10,6202.7027027027025,55.0,24.666666666666668,-8.443923844731984,5.737213209733497,-0.5167127973195146,0.5202780996523728,-0.012876010781671152
49.0,467000.0,10923-37-5,6,2.0,3,1960.0,4.0,13,0.084,זאב,23,2000,10,9530.612244897959,65.0,24.5,-33.443923844731984,-30.034478230822387,-0.30903061224489803,5.637180373185899,-0.014858681022880182
109.0,1080000.0,10785-74-8,6,4.0,1,1960.0,5.0,29,0.084,רחוב לא ידוע,0,2000,10,9908.256880733945,65.0,27.25,26.556076155268016,-26.131566091954028,-0.28485448815755504,22.942528735632187,-0.014838709677419334
63.1,496000.0,10923-86-3,6,3.0,2,1970.0,7.0,13,0.084,ישעיהו,16,2000,10,7860.5388272583195,55.0,21.033333333333335,-19.343923844731982,-15.934478230822386,-0.43011093502377185,-4.362819626814101,-0.01481879194630871
78.5,615000.0,10744-55-28,6,4.0,2,1980.0,14.0,40,0.086,הרותם,5,2000,10,7834.394904458599,45.0,19.625,-3.9439238447319838,12.45397286821705,-0.15785165119954667,-7.086240310077521,-0.01279892761394101
186.0,2860000.0,12255-323-2,25,7.0,0,1980.0,1.0,1,0.084,יצחק גרינבוים,16,2000,10,15376.344086021505,45.0,26.571428571428573,-27.65636645962735,-34.23847107438016,0.01818557612876711,6.353719008264463,-0.01478179384203479
95.72,972000.0,12433-21-1,6,5.0,0,1960.0,2.0,12,0.086,הרדוף,13,2000,10,10154.617634768074,65.0,19.144,13.276076155268015,-2.0663606340818887,-0.35851035927050856,12.455085865257594,-0.012762032085561481
94.89,887000.0,11192-152-4,6,4.5,1,1994.0,3.0,31,0.086,"זלמן שז""ר",19,2000,10,9347.665718200022,31.0,21.086666666666666,12.446076155268017,12.926454918032789,-0.19678605947577876,-24.06693989071038,-0.012744993324432574
96.25,760000.0,10756-92-15,6,4.0,1,2000.0,5.0,11,0.086,מור,3,2000,10,7896.103896103896,25.0,24.0625,13.806076155268016,-10.202839931153179,-0.3330780773011849,-9.729776247848534,-0.012728000000000003
51.0,314000.0,10917-8-1,6,3.0,1,1950.0,4.0,21,0.086,רינה,1,2000,10,6156.862745098039,75.0,17.0,-31.443923844731984,-36.88680916030535,-0.2453344224391243,13.274045801526718,-0.012711051930758985
130.25,1109000.0,10756-91-23,6,5.0,6,2002.0,5.0,11,0.084,מור,7,2000,10,8514.395393474088,23.0,26.05,47.806076155268016,23.79716006884682,-0.28085584724441964,-11.729776247848534,-0.014694148936170187
49.2,402000.0,10917-76-49,6,3.0,1,1960.0,4.0,21,0.086,אחווה,25,2000,10,8170.7317073170725,65.0,16.400000000000002,-33.24392384473198,-38.686809160305344,0.0015116818881125023,3.274045801526718,-0.012674634794156703
113.54,1094000.0,11192-168-4,6,5.0,3,1982.0,1.0,31,0.086,"זלמן שז""ר",2,2000,10,9635.370794433678,43.0,22.708000000000002,31.096076155268022,31.576454918032795,-0.1720645156211965,-12.06693989071038,-0.012657824933687
66.7,113000.0,12490-7-2,6,3.0,1,1960.0,4.0,9,0.086,גוש עציון,11,2000,10,1694.1529235382309,65.0,22.233333333333334,-15.743923844731981,7.079957537154989,-0.7076431102630502,-8.692144373673031,-0.012641059602648996
76.42,443000.0,10892-57-28,6,4.0,0,1960.0,4.0,18,0.086,מימון,16,2000,10,5796.911803192881,65.0,19.105,-6.023923844731982,1.6943676814988322,-0.6143199577870855,10.622950819672134,-0.012624338624338621
37.0,282000.0,11196-19-10,6,2.0,1,1960.0,4.0,38,0.086,פיכמן,8,2000,10,7621.621621621622,65.0,18.5,-45.443923844731984,-42.65614404079031,-0.514987714987715,15.735500318674312,-0.012607661822985464
112.1,890000.0,10785-93-5,6,6.0,3,1970.0,4.0,29,0.084,פרויד,31,2000,10,7939.339875111508,55.0,18.683333333333334,29.65607615526801,-23.031566091954033,-0.4269644653927083,12.942528735632187,-0.014591029023746677
127.0,1203000.0,10763-2-5,6,6.0,1,1940.0,3.0,14,0.084,אלכסנדר ינאי,19,2000,10,9472.44094488189,85.0,21.166666666666668,44.556076155268016,12.708403361344537,-0.45312067324685035,36.76330532212885,-0.014571805006587599
86.0,550000.0,10870-40-208,6,4.0,10,1970.0,19.0,33,0.086,לאון בלום,28,2000,10,6395.3488372093025,55.0,21.5,3.5560761552680162,11.521902017291069,-0.38375632064054904,-3.1873198847262216,-0.01255263157894737
6140.0,503000.0,11669-26-0,21,99.0,1,2000.0,2.0,0,0.086,בעלי מלאכה,26,2000,10,81.92182410423453,25.0,62.02020202020202,5755.164237012987,5112.558130081301,-0.9762709199146355,-27.36295005807201,-0.012536136662286465
